id,type,comment,code,non-information
FR576,Javadoc,Creates an instance of {@link LinkedFile} based on the given file. We try to guess the file type and relativize the path against the given file directories. TODO: Move this method to {@link LinkedFile} as soon as {@link CustomExternalFileType} lives in model.,"public static LinkedFile fromFile(Path file, List<Path> fileDirectories, ExternalFileTypes externalFileTypesFile) {",no
FR160,Javadoc,Create a default suggestion provider based on the toString() method of the generic objects using the provided stringConverter,"public static <T> SuggestionProvider<T> create(Callback<T, String> stringConverter, Collection<T> possibleSuggestions) {",no
FR837,Line,Remove entry,entries.remove(entry);,yes
FR991,Javadoc,Repaints the table with the most recent font configuration,public void updateFont() {,no
FR125,Javadoc,Updates the timestamp of changed entries if the feature is enabled,class UpdateTimestampListener {,no
FR121,Line,Add the new component,visibleComponents.add(component);,yes
FR1162,Line,"Setting the character format failed, so we throw an exception that will result in an error message for the user:",throw new UndefinedCharacterFormatException(charStyle);,no
FR1382,Javadoc,"Implementation of {@link TaskExecutor} that runs every task on the current thread, i.e. in a sequential order. This class is not designed to be used in production but should make code involving asynchronous operations deterministic and testable.",public class CurrentThreadTaskExecutor implements TaskExecutor {,no
FR258,Line,"No file matched the name, try to open it directly using the given app","openExternalFilePlatformIndependent(type, link);",no
FR278,Javadoc,"Represents the viewport for a page. Note: the instances of {@link DocumentViewerPage} are reused, i.e., not every page is rendered in a new instance but instead {@link DocumentViewerPage#updateItem(Object)} is called.","private class DocumentViewerPage implements Cell<DocumentPageViewModel, StackPane> {",no
FR317,Javadoc,"Set a given field to a given value for all entries in a Collection. This method DOES NOT update any UndoManager, but returns a relevant CompoundEdit that should be registered by the caller.","private static UndoableEdit massSetField(Collection<BibEntry> entries, Field field, String textToSet,",no
FR1110,Line,Go back to the relevant position:,"xViewCursor.gotoRange(position, false);",no
FR1253,Javadoc,Displays an BibEntry using the given layout format.,public class PreviewViewer extends ScrollPane implements InvalidationListener {,no
FR72,Line,"Saved, now exit.",return true;,no
FR1360,Line,Try to get as much information from the temporal accessor,LocalDate date = dateTime.query(TemporalQueries.localDate());,no
FR322,Line,There is apparently no neat way to get the page number from a PDPage...thus this old-style for loop,for (int i = 0; i < pages.getCount(); i++) {,no
FR502,Line,Read the prefs information for file types:,String[][] vals = StringUtil,no
FR1080,Line,start office process,Process p = Runtime.getRuntime().exec(cmdArray);,no
FR447,Line,Make a list of all PDFs linked from this entry:,List<Path> files = entry.getFiles().stream(),no
FR1220,Javadoc,"This method is called when the dialog is opened, or if it is made visible after being hidden. This calls the appropriate method in the ViewModel.",void setValues();,no
FR98,Line,Perform migrations,PreferencesMigrations.runMigrations();,yes
FR1363,Javadoc,Constructs a {@link TableCell} based on the value of the cell and a bunch of specified converter methods.,"public class ValueTableCellFactory<S, T> implements Callback<TableColumn<S, T>, TableCell<S, T>> {",no
FR1228,Line,store new patterns globally,prefs.putKeyPattern(keypatterns);,no
FR660,Javadoc,A backup of the groups before the modification,private final GroupTreeNode m_groupRoot;,no
FR1445,Javadoc,MappedList implementation based on https://github.com/corda/corda/blob/master/client/jfx/src/main/kotlin/net/corda/client/jfx/utils/MappedList.kt,"public final class MappedList<A, B> extends TransformationList<A, B> {",no
FR378,Line,"Start of ugly hack: We need to find out, which tabs will be shown and which not and remove and re-add the appropriate tabs to the editor. We don't want to simply remove all and re-add the complete list of visible tabs, because the tabs give an ugly animation the looks like all tabs are shifting in from the right. This hack is required since tabbed.getTabs().setAll(visibleTabs) changes the order of the tabs in the editor",,no
FR181,Line,make sure the layout is set according to the checkbox,cleanupEnabled.selectedProperty().addListener(new EnablementStatusListener<>(fieldFormatterCleanups.isEnabled()));,no
FR1005,Line,shift on win or no modifier,"LOGGER.debug(""Mode LINK"");",no
FR634,Line,expand or collapse the tree item and reset the time,this.dragStarted = System.currentTimeMillis();,yes
FR71,Line,The user wants to save.,try {,no
FR257,Line,Open the file:,String filePath = file.get().toString();,no
FR242,Javadoc,Returns the path to the system's applications folder.,Path getApplicationDirectory();,yes
FR1311,Javadoc,Opens a shared database.,public class ConnectToSharedDatabaseCommand extends SimpleCommand {,yes
FR533,Line,no parameters,if (query == null) {,yes
FR895,Javadoc,This will wrap the built in and ieee abbreviations in pseudo abbreviation files and add them to the list of journal abbreviation files.,void addBuiltInLists() {,no
FR536,Line,url?,if (decode.matches(URL_EXP)) {,yes
FR379,Line,"First, remove tabs that we do not want to show",List<EntryEditorTab> toBeRemoved = tabs.stream().filter(tab -> !tab.shouldShow(entry)).collect(Collectors.toList());,yes
FR626,Line,Prevent right-click to select group,event.consume();,no
FR773,Block,css: close-circle *,"INTEGRITY_FAIL(Color.RED, MaterialDesignIcon.CLOSE_CIRCLE),",yes
FR512,Javadoc,"Unknown external file type. This instance represents a file type unknown to JabRef. This can happen, for example, when a database is loaded which contains links to files of a type that has not been defined on this JabRef instance.",public class UnknownExternalFileType implements ExternalFileType {,no
FR1086,Line,"Wait 500 ms, then try to connect again, but do not wait longer than 5 min (= 600 * 500 ms) total:",if (i == 600) {,no
FR1372,Javadoc,Returns a text formatter that restricts input to integers,public static TextFormatter<String> getIntegerTextFormatter() {,no
FR948,Javadoc,"Format a name field for the table, according to user preferences.",public static String formatName(final String nameToFormat) {,yes
FR779,Block,css: view-list *,"TOGGLE_GROUPS(MaterialDesignIcon.VIEW_LIST),",yes
FR1126,Line,"Ok, we have seen this exact marker before.",if (!refKeys.get(marker).contains(currentKey)) {,no
FR887,Line,Execute the callables and wait for the results.,List<Future<Boolean>> futures = JabRefExecutorService.INSTANCE.executeAll(tasks);,no
FR323,Javadoc,Stores all user dialogs related to {@link BackupManager}.,public class BackupUIManager {,no
FR1384,Line,Nothing to do here,},yes
FR478,Line,The minimum number of selected entries to ask the user for confirmation,private static final int WARNING_LIMIT = 5;,no
FR1189,Javadoc,Exception used to indicate that the plugin attempted to set a character format that is not defined in the current OpenOffice document.,class NoDocumentException extends Exception {,no
FR1079,Line,"create call with arguments We need a socket, pipe does not work. https://api.libreoffice.org/examples/examples.html",String[] cmdArray = new String[argArray.length + 2];,no
FR289,Line,"imageView.setImage(new WritableImage(getDesiredWidth(), getDesiredHeight()));",BackgroundTask<Image> generateImage = BackgroundTask,yes
FR29,Javadoc,"Return a boolean, if the selected entry have url or doi",private boolean isExistURLorDOI(List<BibEntry> selectEntryList) {,no
FR1362,Javadoc,"This class can be used to wrap a @see StringProperty inside it. When wrapped, any Listener listening for updates to the wrapped StringProperty (for example because of a binding to it) is ensured to be notified on the JavaFX Application Thread. It should be used to implement bindings where updates come in from a background thread but should be reflected in the UI where it is necessary that changes to the UI are performed on the JavaFX Application thread.",public class UiThreadStringProperty extends StringProperty {,no
FR41,Line,"prefs.putBoolean(JabRefPreferences.WINDOW_MAXIMISED, getExtendedState() == Frame.MAXIMIZED_BOTH);",,yes
FR1266,Javadoc,Dialog for managing term list files.,public class ManageProtectedTermsDialog extends BaseDialog<Void> {,yes
FR1282,Line,Check if a path to the command has been specified,if ((commandPath == null) || commandPath.trim().isEmpty()) {,no
FR1049,Line,Will only happen if field exists,"mergedEntry.setField(field, leftEntry.getField(field).get());",no
FR942,Line,We need to make a copy as instances of LogEvent are reused by log4j,MutableLogEvent copy = new MutableLogEvent();,no
FR1447,Line,perform permutation,Object[] permutedPart = new Object[to - from];,yes
FR1422,Line,"Stream.allMatch() (in contrast to Stream.anyMatch() returns 'true' for empty streams, so this has to be checked explicitly.","return Bindings.createBooleanBinding(() -> !source.isEmpty() && source.stream().allMatch(predicate), source);",yes
FR318,Line,"If there is no value, do nothing:",if ((!valToMove.isPresent()) || valToMove.get().isEmpty()) {,no
FR1226,Line,Set the default value:,"Globals.prefs.put(JabRefPreferences.DEFAULT_BIBTEX_KEY_PATTERN, defaultPat.getText());",no
FR1330,Javadoc,Update the citation list depending on the selected reference.,public void activeReferenceChanged(ReferenceViewModel reference) {,no
FR1175,Line,Enable actions that depend on Connect:,selectDocument.setDisable(false);,no
FR1261,Block,"Deleted since it does not work anymore. Needs refactoring.MenuItem previousPreviewLayout = new MenuItem(Localization.lang(""Previous preview layout""));previousPreviewLayout.setAccelerator(keyBindingRepository.getKeyCombination(KeyBinding.PREVIOUS_PREVIEW_LAYOUT));previousPreviewLayout.setOnAction(event -> basePanel.previousPreviewStyle());MenuItem nextPreviewLayout = new MenuItem(Localization.lang(""Next preview layout""));nextPreviewLayout.setAccelerator(keyBindingRepository.getKeyCombination(KeyBinding.NEXT_PREVIEW_LAYOUT));nextPreviewLayout.setOnAction(event -> basePanel.nextPreviewStyle());",,yes
FR672,Line,for all types,private final TextField nameField = new TextField();,no
FR1409,Line,"We only handle ""ENTRY_MODIFY"" here, so the context is always a Path","@SuppressWarnings(""unchecked"")",no
FR250,Javadoc,Opens the given URL using the system browser,public static void openBrowser(String url) throws IOException {,yes
FR1033,Javadoc,Constructor taking two entries,"public MergeEntries(BibEntry entryLeft, BibEntry entryRight, BibDatabaseMode type) {",yes
FR82,Line,"We create a decoration pane ourselves for performance reasons (otherwise it has to be injected later, leading to a complete redraw/relayout of the complete scene)",DecorationPane root = new DecorationPane();,no
FR761,Block,css: eye *,"READ_STATUS_READ(Color.rgb(111, 204, 117, 1), MaterialDesignIcon.EYE),",yes
FR923,Line,first check if a valid entry is selected,if (selectedKeyBinding.isNull().get()) {,yes
FR1329,Javadoc,Return a string for displaying a node name (and its number of children if it is a directory).,public String getDisplayText() {,no
FR1442,Line,"Dir must be a folder, not a file",if (!Files.isDirectory(directory)) {,yes
FR357,Javadoc,Set-up key bindings specific for the entry editor.,private void setupKeyBindings() {,yes
FR1059,Javadoc,Bootstraps a servicemanager with the jurt base components registered. See also UNOIDL <code>com.sun.star.lang.ServiceManager</code>.,public static XMultiServiceFactory createSimpleServiceManager() throws Exception {,no
FR1138,Line,The footnote's anchor gives the correct position in the text:,range = footer.getAnchor();,no
FR1291,Line,"See if it helps to append "".in"":","lp = new File(commandPath + "".in"");",no
FR399,Line,Remove annotations for the current entry and reinitialize annotation/cache,cache.remove(entry);,no
FR133,Line,"For some reason the graphic is not set correctly, so let's fix this",button.graphicProperty().unbind();,no
FR617,Line,Set-up groups tree,groupTree.getSelectionModel().setSelectionMode(SelectionMode.MULTIPLE);,no
FR609,Line,Store the directory for next time:,preferences.setWorkingDir(path);,no
FR8,Line,those threads will be allowed to finish,this.executorService.shutdown();,no
FR1309,Javadoc,Fetches possibly saved data and configures the control elements respectively.,private void applyPreferences() {,no
FR1088,Javadoc,Exception used to indicate that the plugin attempted to set a character format that is not defined in the current OpenOffice document.,class CreationException extends Exception {,no
FR1236,Line,Autosave,,no
FR27,Javadoc,Sets the indeterminate status of the progress bar. <p>,public void setProgressBarIndeterminate(final boolean value) {,yes
FR73,Line,The action was either canceled or unsuccessful.,"dialogService.notify(Localization.lang(""Unable to save library""));",no
FR1024,Line,"Remove fields which are not in the merged entry, unless they are internal fields",for (Field field : originalFields) {,no
FR1326,Line,Text before the citation.,if (start > 0) {,no
FR1021,Line,entry type,EntryType oldType = originalEntry.getType();,yes
FR90,Line,"Display warnings, if any",int tabNumber = 0;,yes
FR516,Javadoc,Set the string associated with this file type's icon.,public void setIconName(String name) {,yes
FR985,Line,Added comparator for Read Status,if (specialField == SpecialField.READ_STATUS) {,yes
FR917,Javadoc,This constructor should only be called to create a pseudo abbreviation file for built in lists. This means it is a placeholder and it's path will be null meaning it has no place on the filesystem. It's isPseudoFile property will therefore be set to true.,"public AbbreviationsFileViewModel(List<AbbreviationViewModel> abbreviations, String name) {",no
FR633,Line,"TODO: reflective access, should be removed","Method m = TextFields.class.getDeclaredMethod(""setupClearButtonField"", TextField.class, ObjectProperty.class);",no
FR505,Line,A new or modified entry type. Construct it from the string array:,ExternalFileType type = CustomExternalFileType.buildFromArgs(val);,no
FR1108,Line,"To account for numbering and for uniqiefiers, we must refresh the cite markers:",updateSortedReferenceMarks();,no
FR247,Javadoc,Open a http/pdf/ps viewer for the given link string.,"public static void openExternalViewer(BibDatabaseContext databaseContext, String initialLink, Field initialField)",no
FR1206,Line,General,,yes
FR922,Javadoc,Read all keybindings from the keybinding repository and create table keybinding models for them,private void populateTable() {,no
FR303,Line,Text leading up to s1 Insert s2,"stringBuilder.append(txt, piv, ind);",no
FR869,Line,Migrations: Warning for migrating the Review into the Comment field,"new MergeReviewIntoCommentAction(),",no
FR227,Block,"// TODO: Show detailed description of the changes StringBuilder sb = new StringBuilder( ""<html>"" + Localization.lang(""Changes have been made to the following metadata elements"") + "":<p><br>&nbsp;&nbsp;""); sb.append(changes.stream().map(unit -> unit.key).collect(Collectors.joining(""<br>&nbsp;&nbsp;""))); sb.append(""</html>""); infoPane.setText(sb.toString());","return new Label(Localization.lang(""Metadata change""));",no
FR135,Javadoc,Global String constants for GUI actions,@Deprecated,no
FR882,Line,Put everything together,VBox container = new VBox();,no
FR1156,Line,"Check if we should italicize the ""et al."" string in citations:",boolean italicize = style.getBooleanCitProperty(OOBibStyle.ITALIC_ET_AL);,yes
FR1029,Line,Inform the user to select entries first.,dialogService.showInformationDialogAndWait(,yes
FR218,Javadoc,"Performs the change. This method is responsible for adding a proper undo edit to the NamedCompound, so the change can be undone.","public abstract void makeChange(BibDatabaseContext database, NamedCompound undoEdit);",no
FR618,Line,Set-up bindings,BindingsHelper.bindContentBidirectional(,no
FR104,Line,Try to contact already running JabRef,RemoteClient remoteClient = new RemoteClient(remotePreferences.getPort());,no
FR782,Block,css: file-excel *,"FILE_EXCEL(MaterialDesignIcon.FILE_EXCEL),",yes
FR251,Javadoc,Opens the url with the users standard Browser. If that fails a popup will be shown to instruct the user to open the link manually and the link gets copied to the clipboard,public static void openBrowserShowPopup(String url) {,no
FR1438,Javadoc,"Sets the {@link Runnable} that is invoked after the task is finished, irrespectively if it was successful or failed with an error.",public BackgroundTask<V> onFinished(Runnable onFinished) {,no
FR1355,Javadoc,Field editor that provides various pre-defined options as a drop-down combobox.,public class TagBar<T> extends HBox {,no
FR905,Javadoc,This method stores all file paths of the files in the journalFiles property to the global JabRef preferences. Pseudo abbreviation files will not be stored.,private void saveExternalFilesList() {,no
FR957,Line,"icon.setToolTipText(Localization.lang(""Open"") + "" URL"");","TABLE_ICONS.put(StandardField.URL, icon);",yes
FR1301,Line,An empty search field should cause the search to be cleared.,if (searchField.getText().isEmpty()) {,no
FR969,Line,Priority icon used for the menu,"SpecialFieldViewModel priorityViewModel = new SpecialFieldViewModel(SpecialField.PRIORITY, undoManager);",no
FR768,Block,checkbox-marked-circle-outline *,PLAIN_TEXT_IMPORT_DONE(MaterialDesignIcon.CHECKBOX_MARKED_CIRCLE_OUTLINE),yes
FR21,Javadoc,Returns the currently viewed BasePanel.,public BasePanel getCurrentBasePanel() {,yes
FR1180,Line,Generate keys,BibtexKeyPatternPreferences prefs = jabRefPreferences.getBibtexKeyPatternPreferences();,no
FR1381,Javadoc,This class is similar to {@link GraphicValidationDecoration} but with a different style and font-based icon.,public class IconValidationDecorator extends GraphicValidationDecoration {,no
FR217,Javadoc,This method returns a JComponent detailing the nature of the change.,public abstract Node description();,no
FR726,Line,"only remove explicit groups from the entries, keyword groups should not be deleted",if (group.getGroupNode().getGroup() instanceof ExplicitGroup) {,no
FR1405,Line,Are there children (or children of children...) that are matched? If yes we also need to show this node,return node.children.getSource().stream().anyMatch(this::showNode);,no
FR656,Line,If there are entries to add,if (!toAdd.isEmpty()) {,yes
FR976,Line,"node should be generated for each call, as nodes can be added to the scene graph only once",return icon.getGraphicNode();,no
FR207,Line,The user doesn't want to override cite keys,if (!overwriteKeys) {,no
FR593,Line,"TODO: Add undo panel.getUndoManager().addEdit(new UndoableFieldChange(entry, editor.getName(), text, nextAbbreviation));",},no
FR805,Javadoc,Shows a dialog with the warnings from an import or open of a file,"public static void showParserResultWarningDialog(final ParserResult parserResult, final JabRefFrame jabRefFrame) {",no
FR1298,Javadoc,"The popup has private access in {@link AutoCompletionBinding}, so we use reflection to access it.","@SuppressWarnings(""unchecked"")",no
FR537,Line,"Try to strip the query string, if any, to get the correct suffix:",URL url = new URL(link);,no
FR417,Line,"Add chosen export type to last used pref, to become default","Globals.prefs.put(JabRefPreferences.LAST_USED_EXPORT, exporter.getName());",no
FR1144,Line,Create a new TextSection from the document factory and access it's XNamed interface,XNamed xChildNamed;,no
FR1354,Javadoc,A tag item in a {@link TagBar}.,public class Tag<T> extends HBox {,no
FR727,Line,"TODO: Warn if (!WarnAssignmentSideEffects.warnAssignmentSideEffects(node.getNode().getGroup(), panel.frame())) { return; // user aborted operation",,no
FR718,Line,TODO: Expand parent to make new group visible parent.expand();,,no
FR304,Javadoc,This class will copy each selected entry's BibTeX key as a hyperlink to its url to the clipboard. In case an entry doesn't have a BibTeX key it will not be copied. In case an entry doesn't have an url this will only copy the BibTeX key.,public class CopyBibTeXKeyAndLinkAction implements BaseAction {,no
FR521,Line,check whether there is another icon defined for this file type,for (ExternalFileType fileType : ExternalFileTypes.getDefaultExternalFileTypes()) {,no
FR1290,Line,"this needs to fixed because it gives ""asdf"" when going prefs.get(""lyxpipe"")",File lp = new File(commandPath);,no
FR404,Javadoc,Concatenates the formatted message of the given {@link LogEvent}s by using the a new line separator.,private String getLogMessagesAsString(List<LogEventViewModel> messages) {,no
FR1439,Javadoc,Creates a {@link BackgroundTask} that first runs this task and based on the result runs a second task.,"public <T> BackgroundTask<T> then(Function<V, BackgroundTask<T>> nextTaskFactory) {",no
FR710,Javadoc,"Opens ""New Group Dialog"" and add the resulting group to the specified group",public void addNewSubgroup(GroupNodeViewModel parent) {,no
FR523,Line,"On all OSes there is a generic application available to handle file opening, so use this one","return """";",no
FR208,Line,generate the new cite keys for each entry,"final NamedCompound compound = new NamedCompound(Localization.lang(""Autogenerate BibTeX keys""));",no
FR193,Line,default value,String text = defaultPat.getText();,yes
FR1214,Javadoc,Customization of appearance parameters.,"public AppearancePrefsTab(DialogService dialogService, JabRefPreferences prefs) {",no
FR650,Line,"remove node, then insert all children",GroupTreeNode removedNode = cursor,no
FR163,Javadoc,Remove all current possible suggestions,public void clearSuggestions() {,yes
FR446,Line,Get entries and check if it makes sense to perform this operation,entries = basePanel.getSelectedEntries();,no
FR907,Javadoc,"This method first saves all external files to its internal list, then writes all abbreviations to their files and finally updates the abbreviations auto complete. It basically calls {@link #saveExternalFilesList()}, {@link #saveJournalAbbreviationFiles() } and finally {@link JournalAbbreviationLoader#update(JournalAbbreviationPreferences)}.",public void saveEverythingAndUpdateAutoCompleter() {,no
FR877,Line,do not open the original file,result.getDatabaseContext().clearDatabaseFile();,no
FR223,Javadoc,"Finds the entry in the list best fitting the specified entry. Even if no entries get a score above zero, an entry is still returned.","private static BibEntry bestFit(BibEntry targetEntry, List<BibEntry> entries) {",no
FR873,Line,"no more bps to check, we found a matching one",break;,no
FR185,Line,default pattern,protected final TextField defaultPat = new TextField();,yes
FR281,Line,We try to find the page that is displayed in the center of the viewport,Optional<DocumentViewerPage> inMiddleOfViewport = Optional.empty();,no
FR1279,Javadoc,Function to get the command name in case it is different from the application name,protected String getCommandName() {,no
FR102,Line,Check if we are running an acceptable version of Java,final BuildInfo buildInfo = Globals.BUILD_INFO;,yes
FR169,Javadoc,{@inheritDoc},@Override,yes
FR361,Line,Alt on Windows,"LOGGER.debug(""Mode LINK"");",no
FR682,Line,General information,VBox contextPanel = new VBox(10);,no
FR1125,Line,"compare normalized markers, since the actual markers can be different",String[] markers = normCitMarkers[i];,no
FR308,Line,all keywords from first entry have to be added,BibEntry firstEntry = entries.get(0);,no
FR1312,Line,"must be set here, because in initialize the button is still null",btnConnect.disableProperty().bind(viewModel.formValidation().validProperty().not());,no
FR1053,Line,everything is ok,return null;,yes
FR495,Line,See if we can find a type with matching name in the default type list:,ExternalFileType found = null;,no
FR45,Line,We need to wait with setting the divider since it gets reset a few times during the initial set-up,mainStage.showingProperty().addListener(new ChangeListener<Boolean>() {,no
FR700,Line,"We calculate the new hit value We could be more intelligent and try to figure out the new number of hits based on the entry change for example, a previously matched entry gets removed -> hits = hits - 1",BackgroundTask,no
FR497,Line,"It was modified. Remove its entry from the defaults list, since the type hasn't been removed:",defTypes.remove(found);,no
FR552,Line,Cannot rename remote links,return;,no
FR664,Line,remember modified children for redo,m_modifiedSubtree.clear();,no
FR113,Javadoc,If the given component is visible it will be hidden and the other way around.,public void toggle(SidePaneType type) {,yes
FR570,Javadoc,Interface presents user-described paste behaviour applying to paste method,@FunctionalInterface,no
FR956,Line,"icon.setToo(Localization.lang(""Open"") + "" PDF"");","TABLE_ICONS.put(StandardField.PDF, icon);",yes
FR500,Line,First get a list of the default file types as a starting point:,List<ExternalFileType> types = new ArrayList<>(getDefaultExternalFileTypes());,no
FR215,Line,"The name to change to is already in the database, so we can't comply.","LOGGER.info(""Cannot rename string '"" + mem + ""' to '"" + disk + ""' because the name """,no
FR480,Javadoc,"Look up the external file type registered with this name, if any.",public Optional<ExternalFileType> getExternalFileTypeByName(String name) {,no
FR453,Line,"TODO: Add undo/redo ce.addEdit(new UndoableInsertEntry(panel.getDatabase(), entry));",,no
FR210,Javadoc,The action concerned with generate a new (sub-)database from latex AUX file.,public class NewSubLibraryAction extends SimpleCommand {,no
FR466,Javadoc,Starts the search of unlinked files according chosen directory and the file type selection. The search will process in a separate thread and a progress indicator will be displayed.,private void startSearch() {,no
FR547,Javadoc,Gets the filename for the current linked file and compares it to the new suggested filename.,public boolean isGeneratedNameSameAsOriginal() {,no
FR231,Line,Modified externally.,"fieldChanges.add(new FieldChangeViewModel(field, memEntry, tmpEntry, mem.orElse(null), tmp.get(), disk.get()));",no
FR1,Javadoc,Responsible for managing of all threads (except GUI threads) in JabRef,public class JabRefExecutorService {,no
FR40,Line,all the logic is done in openIt. Even raising an existing panel,"getOpenDatabaseAction().openFile(file, true);",no
FR346,Javadoc,Focuses the given field.,public void requestFocus(Field fieldName) {,yes
FR568,Javadoc,Set pasteActionHandler variable to passed handler,public void setPasteActionHandler(PasteActionHandler handler) {,yes
FR707,Javadoc,Gets invoked if the user selects a different group. We need to notify the {@link StateManager} about this change so that the main table gets updated.,private void onSelectedGroupChanged(ObservableList<GroupNodeViewModel> newValue) {,no
FR822,Line,Merge entries:,for (BibEntry entry : pr.getDatabase().getEntries()) {,no
FR179,Javadoc,This panel contains the two comboboxes and the Add button,private GridPane getSelectorPanel() {,no
FR709,Javadoc,Gets invoked if the user changes the active database. We need to get the new group tree and update the view,private void onActiveDatabaseChanged(Optional<BibDatabaseContext> newDatabase) {,no
FR235,Line,"Use ""-a <application>"" if the app is specified, and just ""open <filename>"" otherwise:","String[] cmd = (application != null) && !application.isEmpty() ? new String[] {""/usr/bin/open"", ""-a"",",no
FR678,Line,set default values (overwritten if editedGroup != null),keywordGroupSearchField.setText(prefs.get(JabRefPreferences.GROUPS_DEFAULT_FIELD));,no
FR1168,Line,Check if the cloned entry has a crossref field,clonedEntry.getField(StandardField.CROSSREF).ifPresent(crossref -> {,yes
FR973,Line,Print icon used for menu,"SpecialFieldViewModel printedViewModel = new SpecialFieldViewModel(SpecialField.PRINTED, undoManager);",no
FR486,Javadoc,"Return a String array representing this file type. This is used for storage into Preferences, and the same array can be used to construct the file type later, using the String[] constructor.",private String[] getStringArrayRepresentation(ExternalFileType type) {,no
FR915,Line,must be here,Abbreviation abbreviation = journalAbbreviationRepository.getAbbreviation(text).get();,yes
FR918,Javadoc,This method will write all abbreviations of this abbreviation file to the file on the file system. It essentially will check if the current file is a built in list and if not it will call {@link AbbreviationWriter#writeOrCreate()}.,public void writeOrCreate() throws IOException {,no
FR745,Block,"Constructs an {@link Image} for the image representing the given function, in the resource file listing images.@param name The name of the icon, such as ""open"", ""save"", ""saveAs"" etc. @return The {@link Image} for the function.",private static Image getImageFX(String name) {,no
FR470,Line,Need to toggle a twice to make sure everything is selected,root.setSelected(true);,no
FR1227,Line,fetch entries from GUI,GlobalBibtexKeyPattern keypatterns = getKeyPatternAsGlobalBibtexKeyPattern();,no
FR964,Line,"icon.setToolTipText(Localization.lang(""Open %0 file"", fileType.getName()));","TABLE_ICONS.put(fileType.getField(), icon);",yes
FR601,Javadoc,The default context menu with a specific menu for normalizing person names regarding to BibTex rules.,public static Supplier<List<MenuItem>> getNameMenu(final TextInputControl textInput) {,no
FR1130,Line,"Update the map of uniquefiers for the benefit of both the following generation of new citation markers, and for the method that builds the bibliography:","uniquefiers.put(key, String.valueOf((char) uniq));",no
FR871,Line,Check if any of the files are already open:,for (Iterator<Path> iterator = filesToOpen.iterator(); iterator.hasNext();) {,no
FR812,Javadoc,Automatically imports the files given as arguments.,public void automatedImport(List<String> filenames) {,yes
FR842,Line,Return null if the directory is not valid.,if ((directory == null) || !directory.exists() || !directory.isDirectory()) {,yes
FR46,Line,"setBounds(GraphicsEnvironment.getLocalGraphicsEnvironment().getMaximumWindowBounds()); WindowLocation pw = new WindowLocation(this, JabRefPreferences.POS_X, JabRefPreferences.POS_Y, JabRefPreferences.SIZE_X, JabRefPreferences.SIZE_Y); pw.displayWindowAtStoredLocation();",,yes
FR753,Block,css: file-find *,AUTO_FILE_LINK(MaterialDesignIcon.FILE_FIND),no
FR963,Line,"icon.setToolTipText(Localization.lang(""Open file""));","TABLE_ICONS.put(StandardField.FILE, icon);",yes
FR42,Line,"Here we store the names of all current files. If there is no current file, we remove any previously stored filename.",if (filenames.isEmpty()) {,no
FR456,Line,Add to group,"addToGroups(entries, stateManager.getSelectedGroup(database));",yes
FR640,Javadoc,The subtree that was added or removed,private final GroupTreeNode m_subtreeBackup;,no
FR1324,Javadoc,Run a recursive search in a background task.,public void searchButtonClicked() {,no
FR799,Javadoc,Read a typical java property url into a Map. Currently doesn't support escaping of the '=' character - it simply looks for the first '=' to determine where the key ends. Both the key and the value is trimmed for whitespace at the ends.,// FIXME: prefix can be removed?!,no
FR549,Javadoc,Asks the user for confirmation that he really wants to the delete the file from disk (or just remove the link).,public boolean delete() {,no
FR1003,Line,Different actions depending on where the user releases the drop in the target row Bottom + top -> import entries Center -> link files to entry,"switch (ControlHelper.getDroppingMouseLocation(row, event)) {",no
FR75,Line,empty tab without database,if (panel == null) {,yes
FR448,Javadoc,ExporterViewModel wraps a TemplateExporter from logic and is used in the exporter customization dialog view and ViewModel.,,no
FR1224,Javadoc,The Preferences panel for key generation.,class BibtexKeyPatternPrefTab extends BibtexKeyPatternPanel implements PreferencesTab {,no
FR1066,Line,insert the factory of the loader,"xSet.insert(xImpLoader.activate(""com.sun.star.comp.loader.JavaLoader"", null, null, null));",yes
FR619,Line,We try to to prevent publishing changes in the search field directly to the search task that takes some time for larger group structures.,"final Timer searchTask = FxTimer.create(Duration.ofMillis(400), () -> {",no
FR680,Line,Build individual layout cards for each group,VBox explicitPanel = createOptionsExplicitGroup();,no
FR1394,Javadoc,"Installs the style file and provides live reloading. <p> The live reloading has to be turned on by setting the <code>-Djabref.theme.css</code> property. There two possible modes: (1) When only <code>-Djabref.theme.css</code> is specified, then the standard <code>Base.css</code> that is found will be watched and on changes in that file, the style-sheet will be reloaded and changes are immediately visible. (2) When a path to a css file is passed to <code>-Djabref.theme.css</code>, then the given style is loaded in addition to the base css file. Changes in the specified css file lead to an immediate redraw of the interface. <p> When working from an IDE, this usually means that the <code>Base.css</code> is located in the build folder. To use the css-file that is located in the sources directly, the full path can be given as value for the ""VM option"": <code>-Djabref.theme.css=""/path/to/src/Base.css""</code>",public class ThemeLoader {,no
FR1259,Line,Set entry number in case that is included in the preview layout.,ExporterFactory.entryNumber = 1;,no
FR134,Line,"For some reason the graphic is not set correctly, so let's fix this ToDO: Find a way to reuse JabRefIconView",button.graphicProperty().unbind();,no
FR582,Line,Pass other keys to children,},no
FR941,Line,class is indirectly constructed by log4j,"@SuppressWarnings(""unused"")",no
