comment,code,non-information
For each cited key,for (String key : cited) {,yes
connection string,"String sConnect = ""uno:socket,host=localhost,port=2083"" + "";urp;StarOffice.ComponentContext"";",yes
"Generates a plain text string out of the preview and copies it additionally to the html to the clipboard (WYSIWYG Editors use the HTML, plain text editors the text)",protected static String processPreview(List<String> citations) {,no
IEEETran,"populateSubMenu(items, ""IEEETran"", IEEETranEntryTypeDefinitions.ALL, entry, undoManager);",yes
Sort the visible components by their preferred position,visibleComponents.sort(new PreferredIndexSort());,yes
"This method should be called after storing the preferences, This calls the appropriate method in the ViewModel.",List<String> getRestartWarnings();,no
Should this be done _after_ we know it was successfully opened?,"ParserResult parserResult = OpenDatabase.loadDatabase(file.toFile(),",no
Find the default directory for this field type:,"List<String> dir = databaseContext.getFileDirectories(field, Globals.prefs.getFilePreferences());",yes
Set-up annotation list,annotationList.getSelectionModel().setSelectionMode(SelectionMode.SINGLE);,yes
Bootstraps an initial component context with service manager and basic jurt components inserted.,"public static XComponentContext createInitialComponentContext(Map<String, Object> context_entries) throws Exception {",no
redo,} else {,no
Generate keys for given entries.,private void generateKeys(List<BibEntry> entries) {,yes
"This Action keeps a reference to a URL. When activated, it shows the help Dialog unless it is already visible, and shows the URL in it.",public class HelpAction extends SimpleCommand {,no
"Only serialize linked files, not the ones that are automatically found",List<LinkedFile> filesToSerialize = files.stream(),no
Puts the value of the concrete class in a map. All previous content stored in the map is removed,"public <T> void putValue(Class<T> type, T value) {",no
create default local component context,"XComponentContext xLocalContext = createInitialComponentContext((Map<String, Object>) null);",yes
Update appearance of group,anySelectedEntriesMatched.invalidate();,no
Checks if there are duplicates to the given entry in the list of entries to be imported.,private Optional<BibEntry> findInternalDuplicate(BibEntry entry) {,no
If there are entries to remove,if (!toRemove.isEmpty()) {,yes
General fields from preferences,"for (Map.Entry<String, Set<Field>> tab : entryEditorPreferences.getEntryEditorTabList().entrySet()) {",no
Class for creating the information about customizable entry editor tabs.,public final class EntryEditorTabList {,no
"Do not make this class final, as it otherwise can't be mocked for tests",public class ExternalFileTypes {,no
Refresh all reference marks with the citation markers we computed:,boolean hadBibSection = getBookmarkRange(OOBibBase.BIB_SECTION_NAME) != null;,no
Save the database,"boolean success = saveDatabase(targetPath, false,",yes
"Class that defines interaction with an external application in the form of ""pushing"" selected entries to it.",public interface PushToApplication {,no
"A Hyperlink Click Listener for javafx.WebView to open links on click in the browser Code adapted from: <a href=""https://stackoverflow.com/a/33445383/"">https://stackoverflow.com/a/33445383/</a>","public class OpenHyperlinksInExternalBrowser implements ChangeListener<Worker.State>, EventListener {",no
Constructs a {@link TreeTableCell} based on the view model of the row and a bunch of specified converter methods.,"public class ViewModelTreeTableCellFactory<S> implements Callback<TreeTableColumn<S, S>, TreeTableCell<S, S>> {",no
"Looks up the URL for the image representing the given function, in the resource file listing images.",public static URL getIconUrl(String name) {,no
Quick hack to disable navigating,"browser.addEventFilter(javafx.scene.input.MouseEvent.ANY, javafx.scene.input.MouseEvent::consume);",no
Use the received map directly,correctEntries = entries;,yes
Register for changes,for (Observable observable : newEntry.getObservables()) {,yes
Empty,public SuggestionProviders() {,yes
Disables selection,public class NoSelectionModel<T> extends MultipleSelectionModel<T> {,no
Moves the given component down.,public void moveDown(SidePaneComponent comp) {,yes
for the case that the password is already set,prefs.clearPassword();,no
Updated the original entry with the new fields,Set<Field> jointFields = new TreeSet<>(Comparator.comparing(Field::getName));,no
GUI for tab displaying article recommendations based on the currently selected BibEntry,public class RelatedArticlesTab extends EntryEditorTab {,no
TODO: NULL TODO: Null TODO: NULL,GroupTreeNode newParent = root.getNode().getDescendant(pathToNewParent).get();,yes
"A date picker with configurable datetime format where both date and time can be changed via the text field and the date can additionally be changed via the JavaFX default date picker. Also supports incomplete dates. First recall how the date picker normally works: - The user selects a date in the popup, which sets {@link #valueProperty()} to the selected date. - The converter ({@link #converterProperty()}) is used to transform the date to a string representation and display it in the text field. The idea is now to intercept the process and add an additional step: - The user selects a date in the popup, which sets {@link #valueProperty()} to the selected date. - The date is converted to a {@link TemporalAccessor} (i.e, enriched by a time component) using {@link #addCurrentTime(LocalDate)} - The string converter ({@link #stringConverterProperty()}) is used to transform the temporal accessor to a string representation and display it in the text field. Inspiration taken from https://github.com/edvin/tornadofx-controls/blob/master/src/main/java/tornadofx/control/DateTimePicker.java",public class TemporalAccessorPicker extends DatePicker {,no
A simple command that does not track progress of the action.,public abstract class SimpleCommand extends CommandBase {,no
Create a new entry and add it to the undo stack Remove the other two entries and add them to the undo stack (which is not working...),"NamedCompound ce = new NamedCompound(Localization.lang(""Merge entries""));",no
"If we are not allowed to overwrite values, check if there is a non-empty value already for this entry for the new field:",Optional<String> valInNewField = entry.getField(newField);,no
Holds the version in memory. Check if it has been modified...?,this.inMem = inMem;,no
This class provides a view model for abbreviation objects which can also define placeholder objects of abbreviations. This is indicated by using the {@code pseudoAbbreviation} property.,public class AbbreviationViewModel {,no
"TODO: Implement jump to entry TODO: Add toolitp for tag: Localization.lang(""Jump to entry"") This feature was removed while converting the linked entries editor to JavaFX Right now there is no nice way to re-implement it as we have no good interface to control the focus of the main table (except directly using the JabRefFrame class as below) parsedEntryLink.getLinkedEntry().ifPresent( e -> frame.getCurrentBasePanel().highlightEntry(e) );",},no
basePanel.getPreviewPanel().updateLayout(preferences.getPreviewPreferences());,},yes
The mouse location within the cell when the dropping gesture occurs.,public enum DroppingMouseLocation {,no
Store changes to table preferences. This method is called when the user clicks Ok.,@Override,no
TODO: Rework so that we don't rely on JabRefFrame and not the complete preferences,this.frame = frame;,no
Util class for searching files on the file system which are not linked to a provided {@link BibDatabase}.,public class UnlinkedFilesCrawler extends BackgroundTask<CheckBoxTreeItem<FileNodeWrapper>> {,no
Entry type unknown -> treat all fields as required,fields.addAll(entry.getFields());,no
Switch to currently selected entry if mode is changed to live,,no
Returns a list of BasePanel.,public List<BasePanel> getBasePanelList() {,yes
We need to wrap the list since otherwise sorting in the table does not work,entriesSorted = new SortedList<>(entriesFiltered);,no
Creates a VBox of the related article information to be used in the StackPane displayed in the Related Articles tab,"private ScrollPane getRelatedArticleInfo(List<BibEntry> list, MrDLibFetcher fetcher) {",no
Redo the change.,base.removeString(string.getId());,yes
Refresh all cite markers in the document.,"public List<String> refreshCiteMarkers(List<BibDatabase> databases, OOBibStyle style)",yes
"TODOSwingUtilities.invokeLater(() -> {undo.putValue(Action.SHORT_DESCRIPTION, event.getUndoDescription());undo.setEnabled(event.isCanUndo());redo.putValue(Action.SHORT_DESCRIPTION, event.getRedoDescription());redo.setEnabled(event.isCanRedo());});",},no
"move all children to newNode, then add newNode",GroupTreeNode newNode = m_subtreeBackup.copySubtree();,no
Checks whether the file exists or if a new file should be opened. The file will be added to the set of journal abbreviation files. If the file also exists its abbreviations will be read and written to the abbreviations property.,private void openFile(Path filePath) {,no
"TODO: reflective access, should be removed","Class<?> clazz = Class.forName(""javafx.scene.control.TableUtil"");",no
"if user does not change anything with his action, we do not do anything either even no output message",},no
Enriches a suggestion provider by a given set of content selector values.,public class ContentSelectorSuggestionProvider implements AutoCompleteSuggestionProvider<String> {,no
Revert the change.,try {,yes
Always fill out all the available space,setPrefHeight(Double.POSITIVE_INFINITY);,no
Good bye!,tearDownJabRef(filenames);,yes
Enrich auto completion by content selector values,try {,no
Name the reference,"XNamed xNamed = UnoRuntime.queryInterface(XNamed.class, bookmark);",yes
The log event will be forwarded to the {@link LogMessages} archive.,@Override,no
"ToDo: After conversion of all tabs to mvvm, rework interface and make validSettings bindable Button btnSave = (Button) this.getDialogPane().lookupButton(saveButton); btnSave.disableProperty().bind(viewModel.validSettings().validProperty().not());",},no
Frame titles.,"public static final String FRAME_TITLE = ""JabRef"";",yes
"Set to true in case the command could not be executed, e.g., if the file is not found Set to true in case the tunnel to the program (if one is used) does not operate Set to true if the corresponding path is not defined in the preferences",protected boolean couldNotCall;,no
Add context menu (only for non-null items),row.contextMenuProperty().bind(,no
"Copies the selected entries and formats them with the selected citation style (or preview), then it is copied to the clipboard. This worker cannot be reused.",public class CitationStyleToClipboardWorker {,no
"This class defines a type of external files that can be linked to from JabRef. The class contains enough information to provide an icon, a standard extension and a link to which application handles files of this type.",public class CustomExternalFileType implements ExternalFileType {,no
Error stream has been closed. See if there were any errors:,if (!sb.toString().trim().isEmpty()) {,no
In case it did not work,catch (IOException excep) {,yes
"{@link FileFilter} implementation, that allows only files which are not linked in any of the {@link BibEntry}s of the specified {@link BibDatabase}. <br> <br> This {@link FileFilter} sits on top of another {@link FileFilter} -implementation, which it first consults. Only if this major filefilter has accepted a file, this implementation will verify on that file.",public class UnlinkedPDFFileFilter implements FileFilter {,no
Sort entries into current members and non-members of the group Current members will be removed Current non-members will be added,List<BibEntry> toRemove = new ArrayList<>(entries.size());,no
"For ""ONLY_FULL"", the auto completer returns the full name, e.g. ""Smith, Bob"" For ""ONLY_ABBREVIATED"", the auto completer returns the first name abbreviated, e.g. ""Smith, B."" For ""BOTH"", the auto completer returns both versions.",public enum AutoCompleteFirstNameMode {,no
"Resolve the bibtex key from a citation reference marker name, and look up the index of the key in a list of keys.",,no
Send event to trigger changes,postUndoRedoEvent();,no
"This class provides a model for managing journal abbreviation lists. It provides all necessary methods to create, modify or delete journal abbreviations and files. To visualize the model one can bind the properties to ui elements.",public class ManageJournalAbbreviationsViewModel extends AbstractViewModel {,no
Makes sure that the given component is visible.,public void show(SidePaneType type) {,yes
"TODO: show parserwarnings, if any (not here) for (ImportFormatReader.UnknownFormatImport p : imports) { ParserResultWarningDialog.showParserResultWarningDialog(p.parserResult, frame); }",if (bibtexResult == null) {,no
The action concerned with opening an existing database.,public class OpenDatabaseAction extends SimpleCommand {,yes
icon.setToolTipText(priorityViewModel.getLocalization());,"TABLE_ICONS.put(SpecialField.PRIORITY, icon);",yes
Check if the type has changed,if (!identicalTypes && !typeRadioButtons.isEmpty() && typeRadioButtons.get(0).isSelected()) {,no
"In case no stringConverter was provided, use the default strategy",if (this.stringConverter == null) {,no
Installs the base css file as a stylesheet in the given scene. Changes in the css file lead to a redraw of the scene using the new css file.,"public void installCss(Scene scene, JabRefPreferences preferences) {",no
"TODO: Add undo and display message MoveGroupChange undo = new MoveGroupChange(((GroupTreeNodeViewModel)source.getParent()).getNode(), source.getNode().getPositionInParent(), target.getNode(), target.getChildCount());",,no
Except every file,return pathname -> true;,yes
The current version of the installed JabRef,private final Version installedVersion;,yes
"No occurrence, or at the end Check if there are path separators in the suffix - if so, it is definitely not a proper suffix, so we should give up:",if (strippedLink.substring(strippedLinkIndex + 1).indexOf('/') >= 1) {,yes
"This method causes all open BasePanels to set up their tables anew. When called from PrefsDialog3, this updates to the new settings.",public void setupAllTables() {,no
Pretend that we just switched to the current file in order to refresh the display,notifyNewSelectedFile(currentFile);,no
Pass other keys to parent,},yes
"Must be executed after the initialization of the view, otherwise it doesn't work",Platform.runLater(() -> {,no
Remember the type in case we need to uniquefy.,types[i] = type;,no
Steps to reproduce,"String howToReproduce = ""Steps to reproduce:\n\n1. ...\n2. ...\n3. ..."";",yes
do not open the original file,pr.getDatabaseContext().clearDatabaseFile();,yes
"We have to put Entry Editor Previous before, because otherwise the decrease font size is found first","ENTRY_EDITOR_PREVIOUS_PANEL_2(""Entry editor, previous panel 2"", Localization.lang(""Entry editor, previous panel 2""), ""ctrl+MINUS"", KeyBindingCategory.VIEW),",no
Update active search query when switching between databases,stateManager.activeSearchQueryProperty().set(newBasePanel.getCurrentSearchQuery());,no
Create help button for currently selected fetcher,StackPane helpButtonContainer = new StackPane();,yes
"In case of removing a node but keeping all of its children, the number of children has to be stored.",private final int m_subtreeRootChildCount;,no
Move contents from one field to another for a Collection of entries.,"private static UndoableEdit massRenameField(Collection<BibEntry> entries, Field field, Field newField,",no
Adding of a single node (group).,public static final int ADD_NODE = 0;,yes
"This is called, when the user drops some PreviewLayouts either in the availableListView or in the empty space of chosenListView",,no
TODO: use WEB_SEARCH instead as soon as it is available TODO: use WEB_SEARCH instead as soon as it is available,"LOOKUP_IDENTIFIER(MaterialDesignIcon.MAGNIFY),",no
"Executes the task on the current thread. The code is essentially taken from {@link javafx.concurrent.Task.TaskCallable#call()}, but adapted to run sequentially.",@Override,no
"This method returns the default key binding, the key(s) which are assigned",public String getDefaultKeyBinding() {,yes
"TODO: Add undo UndoableAddOrRemoveGroup undo = new UndoableAddOrRemoveGroup(parent, new GroupTreeNodeViewModel(newGroupNode), UndoableAddOrRemoveGroup.ADD_NODE); panel.getUndoManager().addEdit(undo);",,no
Test if the field is legally set.,"new LatexFieldFormatter(fieldFormatterPreferences).format(newValue, fieldName);",no
"Need to run this async, otherwise the dialog does not work",ControlsFxVisualizer visualizer = new ControlsFxVisualizer();,no
Revert the change.,if (nameChange) {,yes
and adding merged entries:,if (!result.getToAdd().isEmpty()) {,yes
remove newlines && hyphens before linebreaks,"markingContent = markingContent.replaceAll(""-"" + NEWLINE, """");",yes
Creates a {@link BackgroundTask} that first runs this task and based on the result runs a second task.,"public <T> BackgroundTask<T> thenRun(Function<V, T> nextOperation) {",no
"This action checks whether any new custom entry types were loaded from this BIB file. If so, an offer to remember these entry types is given.",public class CheckForNewEntryTypesAction implements GUIPostOpenAction {,no
,"private void openTheFile(Path file, boolean raisePanel) {",no
Other fields,"entryEditorTabs.add(new OtherFieldsTab(databaseContext, panel.getSuggestionProviders(), undoManager,",yes
"Register listener The wrapper created by the FXCollections will set a weak listener on the wrapped list. This weak listener gets garbage collected. Hence, we need to maintain a reference to this list.",entriesList = databaseContext.getDatabase().getEntries();,no
Try to download fulltext PDF for selected entry(ies) by following URL or DOI link.,public class FindFullTextAction extends SimpleCommand {,no
Editor for external file types.,public class CustomizeExternalFileTypesDialog extends BaseDialog<Void> {,yes
configure elements,ToggleGroup groupType = new ToggleGroup();,yes
"This class is essentially a wrapper around {@link Task}. We cannot use {@link Task} directly since it runs certain update notifications on the JavaFX thread, and so makes testing harder. We take the opportunity and implement a fluid interface.",public abstract class BackgroundTask<V> {,no
Updates the view with the contents of the given entry.,protected abstract void bindToEntry(BibEntry entry);,yes
try to connect to office,Object context = xUrlResolver.resolve(sConnect);,no
Switch tab if asked to do so,if (dataBaseNumber >= 0) {,no
Store visual state,"new PersistenceVisualStateTable(this, Globals.prefs);",yes
This class has an abstract UI role as it listens for an {@link AutosaveEvent} and saves the bib file associated with the given {@link BasePanel}.,public class AutosaveUIManager {,no
Set owner/timestamp,"UpdateField.setAutomaticFields(entries, updateFieldPreferences);",no
the submenu will behave dependent on what style is currently selected (citation/preview),PreviewPreferences previewPreferences = Globals.prefs.getPreviewPreferences();,no
Find the linking footnote marker:,"XFootnote footer = UnoRuntime.queryInterface(XFootnote.class, range.getText());",no
"Tests if we are running an acceptable Java and terminates JabRef when we are sure the version is not supported. This test uses the requirements for the Java version as specified in <code>gradle.build</code>. It is possible to define a minimum version including the built number and to indicate whether Java 9 can be used (which it currently can't). It tries to compare this version number to the version of the currently running JVM. The check is optimistic and will rather return true even if we could not exactly determine the version. <p> Note: Users with a very old version like 1.6 will not profit from this since class versions are incompatible and JabRef won't even start. Currently, JabRef won't start with Java 9 either, but the warning that it cannot be used with this version is helpful anyway to prevent users to update from an old 1.8 directly to version 9. Additionally, we soon might have a JabRef that does start with Java 9 but is not perfectly compatible. Therefore, we should leave the Java 9 check alive.",private static void ensureCorrectJavaVersion() {,no
Subscribe to type changes for rebuilding the currently visible tab,"typeSubscription = EasyBind.subscribe(this.entry.typeProperty(), type -> {",yes
May happen during initialization -> just ignore,continue;,no
"Look for the last '.' in the link, and return the following characters. This gives the extension for most reasonably named links.",public static Optional<String> getSuffix(final String link) {,no
"No selected group, show all entries",return Optional.empty();,no
Headings,"private final List<String> columnHeadings = Arrays.asList(Localization.lang(""Field""),",yes
get XTextContent interface,"XTextContent xTextContent = UnoRuntime.queryInterface(XTextContent.class, bookmark);",yes
Method to change the currentAbbrevaition property to a new abbreviation.,"public void editAbbreviation(String name, String abbreviation) {",yes
Update the merged entry,private void updateMergedEntry() {,yes
release panel from save status,panel.setSaving(false);,yes
Set text of each of the boxes,if (exporter != null) {,yes
Do nothing,} else if (answer == DuplicateResolverDialog.DuplicateResolverResult.KEEP_MERGE) {,yes
"This class represents the removal of an entry. The constructor needs references to the database, the entry, and the map of open entry editors. The latter to be able to close the entry's editor if it is opened before the insert is undone.",public class UndoableInsertEntry extends AbstractUndoableJabRefEdit {,no
This method is called to indicate that the settings panel returned from the getSettingsPanel() method has been shown to the user and that the user has indicated that the settings should be stored. This method must store the state of the widgets in the settings panel to Globals.prefs.,public void storeSettings() {,no
Check the given possible suggestion is a match (is a valid suggestion),"protected abstract boolean isMatch(T suggestion, ISuggestionRequest request);",yes
Read name format options: MK:,final boolean namesNatbib = Globals.prefs.getBoolean(JabRefPreferences.NAMES_NATBIB); //MK:,yes
"This method inserts a cite marker in the text for the given BibEntry, and may refresh the bibliography.","public void insertEntry(List<BibEntry> entries, BibDatabase database,",no
FIXME: Move to viewModel until fieldFormatterCleanupsPanel is property implemented,MetaData metaData = panel.getBibDatabaseContext().getMetaData();,no
"Since the directory does not exist, we cannot move it to there. So, this option is not checked - regardless of the presets stored in the preferences.",cleanUpMovePDF.setDisable(true);,no
"TODO: reflective access, should be removed","Field privatePopup = AutoCompletionBinding.class.getDeclaredField(""autoCompletionPopup"");",no
ensure that there is always only one AllEntriesGroup,if (newGroups.getGroup() instanceof AllEntriesGroup) {,no
Class for manipulating the Bibliography of the currently start document in OpenOffice.,class OOBibBase {,no
Check for running JabRef,if (!handleMultipleAppInstances(arguments) || argumentProcessor.shouldShutDown()) {,no
"The MacAdapter calls this method when ""About"" is selected from the application menu.",public void about() {,no
"TODO: Be a bit smarter and try to infer correct icon, for example using {@link org.jabref.gui.externalfiletype.ExternalFileTypes#getExternalFileTypeByName(String)}",public JabRefIcon getTypeIcon() {,no
Restore focus to field (run this async so that editor is already initialized correctly),selectedFieldName.ifPresent(this::requestFocus);,no
Get the page number of the current page in the document.,public abstract int getPageNumber();,yes
First see if the stripped link gives a reasonable suffix:,String suffix;,no
Hide progress indicator if finished (over 70% loaded),"browser.getEngine().getLoadWorker().progressProperty().addListener((observable, oldValue, newValue) -> {",no
fields,for (Field field : jointFields) {,yes
Ask if keys should be generated,"boolean citePressed = dialogService.showConfirmationDialogAndWait(Localization.lang(""Cite""),",yes
quote String so explorer handles URL query strings correctly,"String quotePath = ""\"""" + filePath + ""\"""";",no
This class provides a model for abbreviation files. It actually doesn't save the files as objects but rather saves their paths. This also allows to specify pseudo files as placeholder objects.,public class AbbreviationsFileViewModel {,no
Set language to [None]:,"xCursorProps.setPropertyValue(""CharLocale"", new Locale(""zxx"", """", """"));",no
To align with buttons below which also have 0.5em padding,"info.setStyle(""-fx-padding: 0.5em 0 0.5em 0;"");",no
TODO: switch Icon color searchIcon.setIcon(IconTheme.JabRefIcon.SEARCH.getIcon());,},no
The entry currently shown,private Optional<BibEntry> entry = Optional.empty();,no
"setting a multi value special field - the setted value is displayed, too","String[] allParams = {viewModel.getLocalization(), params[0], params[1]};",no
First hide old page and show background instead (recalculate size of background to make sure its correct),background.setWidth(getDesiredWidth());,no
"For some reason the graphic is not set correctly, so let's fix this","setGraphic(menu, action);",no
Exception used to indicate that the plugin attempted to set a character format that is not defined in the current OpenOffice document.,class UndefinedCharacterFormatException extends Exception {,no
Submits a one-shot task that becomes enabled after the given delay.,"<V> Future<?> schedule(BackgroundTask<V> task, long delay, TimeUnit unit);",no
css: folder *,OPEN(MaterialDesignIcon.FOLDER_OUTLINE),no
This Action may only be used in a menu or button. Never in the entry editor. FileListEditor and EntryEditor have other ways to update the file links,public class AutoLinkFilesAction extends SimpleCommand {,no
backwards compatibility stub.,"public static XComponentContext createInitialComponentContext(Hashtable<String, Object> context_entries) throws Exception {",no
Swing,requires java.desktop;,yes
Preferences and XML,requires java.prefs;,yes
Annotations (@PostConstruct),requires java.annotation;,yes
Libre Office,requires org.jabref.thirdparty.libreoffice;,yes
A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,public class DatabaseChangeEvent {,no
no data,},no
A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,public interface DatabaseChangeListener {,no
A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,public class DatabaseChangeRegistration {,no
do nothing,},yes
FIXME: Reuse SearchWorker here,"SearchQuery searchQuery = new SearchQuery(""Journal Title 500"", false, false);",no
FIXME: Reuse SearchWorker here,"SearchQuery searchQuery = new SearchQuery(""Journal Title 500"", false, false);",no
A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,public class OracleConnection implements Connection {,no
A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,public class OracleDriver {,no
A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,public class OracleStatement {,no
This package contains stubs for oracle.jdbc to prevent build errors if the non-distributable oraclejdbdc6.jar is unavailable in the classpath,package oracle.jdbc;,no
empty,},yes
Annotation to indicate that usage of ApacheCommonsLang3 is explicitly allowed. The intention is to fully switch to Google Guava and only use Apache Commons Lang3 if there is no other possibility,public @interface ApacheCommonsLang3Allowed {,no
The rationale,String value();,yes
print statistics,System.out.println(new AuxParserResultViewModel(result).getInformation(true));,no
Defines the different modes that the BasePanel can operate in,,no
Puts content onto the clipboard.,public void setContent(ClipboardContent content) {,yes
"Get the String residing on the clipboard. @return any text found on the Clipboard; if none found, return an empty String.",public String getContents() {,yes
"Will open a file (like importFile), but will also request JabRef to focus on this database",private static Optional<ParserResult> importToOpenBase(String argument) {,no
Run an entry fetcher from the command line.,private Optional<ParserResult> fetch(String fetchCommand) {,no
Download web resource to temporary file,try {,yes
"* means ""guess the format"":","System.out.println(Localization.lang(""Importing in unknown format"") + "": "" + file);",no
Check if we should reset all preferences to default values:,if (cli.isPreferencesReset()) {,no
Check if we should import preferences from a file:,if (cli.isPreferencesImport()) {,yes
List to put imported/loaded database(s) in.,List<ParserResult> loaded = importAndOpenFiles();,yes
enables blanks within the search term: $ stands for a blank,"String searchTerm = data[0].replace(""\\$"", "" "");",no
export matches,if (!matches.isEmpty()) {,no
"read in the export format, take default format if no format entered",switch (data.length) {,no
default exporter: HTML table (with Abstract & BibTeX),"formatName = ""tablerefsabsbib"";",no
export new database,Optional<Exporter> exporter = Globals.exportFactory.getExporterByName(formatName);,no
"Leftover arguments that have a ""bib"" extension are interpreted as BIB files to open. Other files, and files that could not be opened as bib, we try to import instead.","boolean bibExtension = aLeftOver.toLowerCase(Locale.ENGLISH).endsWith(""bib"");",no
"We will try to import this file. Normally we will import it into a new tab, but if this import has been initiated by another instance through the remote listener, we will instead import it into the current library. This will enable easy integration with web browsers that can open a reference file in JabRef.",if (startupMode == Mode.INITIAL_START) {,no
"write an output, if something could be resolved",if ((newBase != null) && newBase.hasEntries()) {,no
Show just a warning message if encoding did not work for all characters:,if (fileWriter.hasEncodingProblems()) {,yes
This signals that the latest import should be stored in BibTeX format to the given file.,if (!loaded.isEmpty()) {,no
This signals that the latest import should be stored in the given format to the given file.,ParserResult pr = loaded.get(loaded.size() - 1);,no
"Set the global variable for this database's file directory before exporting, so formatters can resolve linked files correctly. (This is an ugly hack!)",File theFile = pr.getFile().get();,no
"String clearSearch = ""clearSearch""; mainTable.getInputMap().put(Globals.getKeyPrefs().getKey(KeyBinding.CLEAR_SEARCH), clearSearch); mainTable.getActionMap().put(clearSearch, new AbstractAction() {@Override public void actionPerformed(ActionEvent e) { // need to close these here, b/c this action overshadows the responsible actions when the main table is selected switch (mode) { case SHOWING_NOTHING: frame.getGlobalSearchBar().endSearch(); break; case SHOWING_PREVIEW: getPreviewPanel().close(); break; case SHOWING_EDITOR: case WILL_SHOW_EDITOR: entryEditorClosing(getEntryEditor()); break; default: LOGGER.warn(""unknown BasePanelMode: '"" + mode + ""', doing nothing""); break; } } });mainTable.getActionMap().put(Actions.CUT, new AbstractAction() {@Override public void actionPerformed(ActionEvent e) { try { runCommand(Actions.CUT); } catch (Throwable ex) { LOGGER.warn(""Could not cut"", ex); } } }); mainTable.getActionMap().put(Actions.COPY, new AbstractAction() {@Override public void actionPerformed(ActionEvent e) { try { runCommand(Actions.COPY); } catch (Throwable ex) { LOGGER.warn(""Could not copy"", ex); } } }); mainTable.getActionMap().put(Actions.PASTE, new AbstractAction() {@Override public void actionPerformed(ActionEvent e) { try { runCommand(Actions.PASTE); } catch (Throwable ex) { LOGGER.warn(""Could not paste"", ex); } } });",},no
"The search can lead to an unexpected 100% CPU usage which is perceived as a bug, if the search incidentally starts at a directory with lots of stuff below. It is now disabled by default. *",private class SearchAutoCompleteListener {,no
"Returns a collection of suggestion providers, which are populated from the current library.",public SuggestionProviders getSuggestionProviders() {,no
*Generates and copies citations based on the selected entries to the clipboard @param outputFormat the desired {@link CitationStyleOutputFormat},private void copyCitationToClipboard(CitationStyleOutputFormat outputFormat) {,no
"Removes the selected entries from the database @param cut If false the user will get asked if he really wants to delete the entries, and it will be localized as ""deleted"". If true the action will be localized as ""cut""",public void delete(boolean cut) {,no
"This method is called from JabRefFrame if a database specific action is requested by the user. Runs the command if it is defined, or prints an error message to the standard error stream.",public void runCommand(final Actions command) {,no
This method is called from JabRefFrame when the user wants to create a new entry. @param bibEntry The new entry.,public void insertEntry(final BibEntry bibEntry) {,no
Set up auto completion for this database,private void setupAutoCompletion() {,yes
"Sets the entry editor as the bottom component in the split pane. If an entry editor already was shown, makes sure that the divider doesn't move. Updates the mode to SHOWING_EDITOR. Then shows the given entry.@param entry The entry to edit.",public void showAndEdit(BibEntry entry) {,no
"This method selects the given entry, and scrolls it into view in the table. If an entryEditor is shown, it is given focus afterwards.",public void clearAndSelect(final BibEntry bibEntry) {,no
"This method is called from an EntryEditor when it should be closed. We relay to the selection listener, which takes care of the rest.",public void entryEditorClosing() {,no
Closes the entry editor if it is showing the given entry.,private void ensureNotShowingBottomPanel(BibEntry entry) {,no
"Depending on whether a preview or an entry editor is showing, save the current divider location in the correct preference setting.",private void saveDividerLocation(Number position) {,no
Get an array containing the currently selected entries. The array is stable and not changed if the selection changes @return A list containing the selected entries. Is never null.,public List<BibEntry> getSelectedEntries() {,no
Set the query the user currently searches while this basepanel is active,public void setCurrentSearchQuery(Optional<SearchQuery> currentSearchQuery) {,no
"Ensures that the search auto completer is up to date when entries are changed AKA Let the auto completer, if any, harvest words from the entry Actual methods for autocomplete indexingmust run in javafx thread",private class SearchAutoCompleteListener {,no
Ensures that the results of the current search are updated when a new entry is inserted into the database Actual methods for performing search must run in javafx thread,private class SearchListener {,no
Keeps track of the string dialog if it is open.,"private final Map<Actions, BaseAction> actions = new HashMap<>();",no
"To contain instantiated entry editors. This is to save time As most enums, this must not be null",private BasePanelMode mode = BasePanelMode.SHOWING_NOTHING;,no
AutoCompleter used in the search bar,private PersonNameSuggestionProvider searchAutoCompleter;,yes
Used to track whether the base has changed since last save.,private BibEntry showing;,no
the query the user searches when this BasePanel is active,private Optional<SearchQuery> currentSearchQuery = Optional.empty();,no
"ensure that at each addition of a new entry, the entry is added to the groups interface",this.bibDatabaseContext.getDatabase().registerListener(new GroupTreeListener());,no
ensure that all entry changes mark the panel as changed,this.bibDatabaseContext.getDatabase().registerListener(this);,no
check if file is modified,"String changeFlag = isModified() && !isAutosaveEnabled ? ""*"" : """";",yes
"if the database is not empty and no file is assigned, the database came from an import and has to be treated somehow -> mark as changed This also happens internally at basepanel to ensure consistency line 224",title.append('*');,no
The action for copying selected entries.,"actions.put(Actions.COPY, this::copy);",yes
