comment,code,non-information
"Deleted since it does not work anymore. Needs refactoring.MenuItem previousPreviewLayout = new MenuItem(Localization.lang(""Previous preview layout""));previousPreviewLayout.setAccelerator(keyBindingRepository.getKeyCombination(KeyBinding.PREVIOUS_PREVIEW_LAYOUT));previousPreviewLayout.setOnAction(event -> basePanel.previousPreviewStyle());MenuItem nextPreviewLayout = new MenuItem(Localization.lang(""Next preview layout""));nextPreviewLayout.setAccelerator(keyBindingRepository.getKeyCombination(KeyBinding.NEXT_PREVIEW_LAYOUT));nextPreviewLayout.setOnAction(event -> basePanel.nextPreviewStyle());",,yes
for all types,private final TextField nameField = new TextField();,no
"We only handle ""ENTRY_MODIFY"" here, so the context is always a Path","@SuppressWarnings(""unchecked"")",no
Opens the given URL using the system browser,public static void openBrowser(String url) throws IOException {,yes
Constructor taking two entries,"public MergeEntries(BibEntry entryLeft, BibEntry entryRight, BibDatabaseMode type) {",yes
"We create a decoration pane ourselves for performance reasons (otherwise it has to be injected later, leading to a complete redraw/relayout of the complete scene)",DecorationPane root = new DecorationPane();,no
css: eye *,"READ_STATUS_READ(Color.rgb(111, 204, 117, 1), MaterialDesignIcon.EYE),",yes
first check if a valid entry is selected,if (selectedKeyBinding.isNull().get()) {,yes
Return a string for displaying a node name (and its number of children if it is a directory).,public String getDisplayText() {,no
"Dir must be a folder, not a file",if (!Files.isDirectory(directory)) {,yes
Set-up key bindings specific for the entry editor.,private void setupKeyBindings() {,yes
Bootstraps a servicemanager with the jurt base components registered. See also UNOIDL <code>com.sun.star.lang.ServiceManager</code>.,public static XMultiServiceFactory createSimpleServiceManager() throws Exception {,no
The footnote's anchor gives the correct position in the text:,range = footer.getAnchor();,no
"See if it helps to append "".in"":","lp = new File(commandPath + "".in"");",no
Remove annotations for the current entry and reinitialize annotation/cache,cache.remove(entry);,no
"For some reason the graphic is not set correctly, so let's fix this",button.graphicProperty().unbind();,no
Set-up groups tree,groupTree.getSelectionModel().setSelectionMode(SelectionMode.MULTIPLE);,no
Store the directory for next time:,preferences.setWorkingDir(path);,no
those threads will be allowed to finish,this.executorService.shutdown();,no
Fetches possibly saved data and configures the control elements respectively.,private void applyPreferences() {,no
Exception used to indicate that the plugin attempted to set a character format that is not defined in the current OpenOffice document.,class CreationException extends Exception {,no
Autosave,,no
Sets the indeterminate status of the progress bar. <p>,public void setProgressBarIndeterminate(final boolean value) {,yes
The action was either canceled or unsuccessful.,"dialogService.notify(Localization.lang(""Unable to save library""));",no
"Remove fields which are not in the merged entry, unless they are internal fields",for (Field field : originalFields) {,no
Text before the citation.,if (start > 0) {,no
entry type,EntryType oldType = originalEntry.getType();,yes
"Display warnings, if any",int tabNumber = 0;,yes
Set the string associated with this file type's icon.,public void setIconName(String name) {,yes
Added comparator for Read Status,if (specialField == SpecialField.READ_STATUS) {,yes
This constructor should only be called to create a pseudo abbreviation file for built in lists. This means it is a placeholder and it's path will be null meaning it has no place on the filesystem. It's isPseudoFile property will therefore be set to true.,"public AbbreviationsFileViewModel(List<AbbreviationViewModel> abbreviations, String name) {",no
"TODO: reflective access, should be removed","Method m = TextFields.class.getDeclaredMethod(""setupClearButtonField"", TextField.class, ObjectProperty.class);",no
A new or modified entry type. Construct it from the string array:,ExternalFileType type = CustomExternalFileType.buildFromArgs(val);,no
"To account for numbering and for uniqiefiers, we must refresh the cite markers:",updateSortedReferenceMarks();,no
Open a http/pdf/ps viewer for the given link string.,"public static void openExternalViewer(BibDatabaseContext databaseContext, String initialLink, Field initialField)",no
General,,yes
Read all keybindings from the keybinding repository and create table keybinding models for them,private void populateTable() {,no
Text leading up to s1 Insert s2,"stringBuilder.append(txt, piv, ind);",no
Migrations: Warning for migrating the Review into the Comment field,"new MergeReviewIntoCommentAction(),",no
"// TODO: Show detailed description of the changes StringBuilder sb = new StringBuilder( ""<html>"" + Localization.lang(""Changes have been made to the following metadata elements"") + "":<p><br>&nbsp;&nbsp;""); sb.append(changes.stream().map(unit -> unit.key).collect(Collectors.joining(""<br>&nbsp;&nbsp;""))); sb.append(""</html>""); infoPane.setText(sb.toString());","return new Label(Localization.lang(""Metadata change""));",no
Global String constants for GUI actions,@Deprecated,no
Put everything together,VBox container = new VBox();,no
"Check if we should italicize the ""et al."" string in citations:",boolean italicize = style.getBooleanCitProperty(OOBibStyle.ITALIC_ET_AL);,yes
Inform the user to select entries first.,dialogService.showInformationDialogAndWait(,yes
"Performs the change. This method is responsible for adding a proper undo edit to the NamedCompound, so the change can be undone.","public abstract void makeChange(BibDatabaseContext database, NamedCompound undoEdit);",no
Set-up bindings,BindingsHelper.bindContentBidirectional(,no
Try to contact already running JabRef,RemoteClient remoteClient = new RemoteClient(remotePreferences.getPort());,no
css: file-excel *,"FILE_EXCEL(MaterialDesignIcon.FILE_EXCEL),",yes
Opens the url with the users standard Browser. If that fails a popup will be shown to instruct the user to open the link manually and the link gets copied to the clipboard,public static void openBrowserShowPopup(String url) {,no
"Sets the {@link Runnable} that is invoked after the task is finished, irrespectively if it was successful or failed with an error.",public BackgroundTask<V> onFinished(Runnable onFinished) {,no
Field editor that provides various pre-defined options as a drop-down combobox.,public class TagBar<T> extends HBox {,no
This method stores all file paths of the files in the journalFiles property to the global JabRef preferences. Pseudo abbreviation files will not be stored.,private void saveExternalFilesList() {,no
"icon.setToolTipText(Localization.lang(""Open"") + "" URL"");","TABLE_ICONS.put(StandardField.URL, icon);",yes
An empty search field should cause the search to be cleared.,if (searchField.getText().isEmpty()) {,no
Priority icon used for the menu,"SpecialFieldViewModel priorityViewModel = new SpecialFieldViewModel(SpecialField.PRIORITY, undoManager);",no
checkbox-marked-circle-outline *,PLAIN_TEXT_IMPORT_DONE(MaterialDesignIcon.CHECKBOX_MARKED_CIRCLE_OUTLINE),yes
Returns the currently viewed BasePanel.,public BasePanel getCurrentBasePanel() {,yes
Generate keys,BibtexKeyPatternPreferences prefs = jabRefPreferences.getBibtexKeyPatternPreferences();,no
This class is similar to {@link GraphicValidationDecoration} but with a different style and font-based icon.,public class IconValidationDecorator extends GraphicValidationDecoration {,no
This method returns a JComponent detailing the nature of the change.,public abstract Node description();,no
"only remove explicit groups from the entries, keyword groups should not be deleted",if (group.getGroupNode().getGroup() instanceof ExplicitGroup) {,no
Are there children (or children of children...) that are matched? If yes we also need to show this node,return node.children.getSource().stream().anyMatch(this::showNode);,no
If there are entries to add,if (!toAdd.isEmpty()) {,yes
"node should be generated for each call, as nodes can be added to the scene graph only once",return icon.getGraphicNode();,no
The user doesn't want to override cite keys,if (!overwriteKeys) {,no
"TODO: Add undo panel.getUndoManager().addEdit(new UndoableFieldChange(entry, editor.getName(), text, nextAbbreviation));",},no
Shows a dialog with the warnings from an import or open of a file,"public static void showParserResultWarningDialog(final ParserResult parserResult, final JabRefFrame jabRefFrame) {",no
"The popup has private access in {@link AutoCompletionBinding}, so we use reflection to access it.","@SuppressWarnings(""unchecked"")",no
"Try to strip the query string, if any, to get the correct suffix:",URL url = new URL(link);,no
"Add chosen export type to last used pref, to become default","Globals.prefs.put(JabRefPreferences.LAST_USED_EXPORT, exporter.getName());",no
Create a new TextSection from the document factory and access it's XNamed interface,XNamed xChildNamed;,no
A tag item in a {@link TagBar}.,public class Tag<T> extends HBox {,no
"TODO: Warn if (!WarnAssignmentSideEffects.warnAssignmentSideEffects(node.getNode().getGroup(), panel.frame())) { return; // user aborted operation",,no
TODO: Expand parent to make new group visible parent.expand();,,no
This class will copy each selected entry's BibTeX key as a hyperlink to its url to the clipboard. In case an entry doesn't have a BibTeX key it will not be copied. In case an entry doesn't have an url this will only copy the BibTeX key.,public class CopyBibTeXKeyAndLinkAction implements BaseAction {,no
check whether there is another icon defined for this file type,for (ExternalFileType fileType : ExternalFileTypes.getDefaultExternalFileTypes()) {,no
"this needs to fixed because it gives ""asdf"" when going prefs.get(""lyxpipe"")",File lp = new File(commandPath);,no
Concatenates the formatted message of the given {@link LogEvent}s by using the a new line separator.,private String getLogMessagesAsString(List<LogEventViewModel> messages) {,no
Creates a {@link BackgroundTask} that first runs this task and based on the result runs a second task.,"public <T> BackgroundTask<T> then(Function<V, BackgroundTask<T>> nextTaskFactory) {",no
"Opens ""New Group Dialog"" and add the resulting group to the specified group",public void addNewSubgroup(GroupNodeViewModel parent) {,no
"On all OSes there is a generic application available to handle file opening, so use this one","return """";",no
generate the new cite keys for each entry,"final NamedCompound compound = new NamedCompound(Localization.lang(""Autogenerate BibTeX keys""));",no
default value,String text = defaultPat.getText();,yes
Customization of appearance parameters.,"public AppearancePrefsTab(DialogService dialogService, JabRefPreferences prefs) {",no
"remove node, then insert all children",GroupTreeNode removedNode = cursor,no
Remove all current possible suggestions,public void clearSuggestions() {,yes
Get entries and check if it makes sense to perform this operation,entries = basePanel.getSelectedEntries();,no
"This method first saves all external files to its internal list, then writes all abbreviations to their files and finally updates the abbreviations auto complete. It basically calls {@link #saveExternalFilesList()}, {@link #saveJournalAbbreviationFiles() } and finally {@link JournalAbbreviationLoader#update(JournalAbbreviationPreferences)}.",public void saveEverythingAndUpdateAutoCompleter() {,no
do not open the original file,result.getDatabaseContext().clearDatabaseFile();,no
"Finds the entry in the list best fitting the specified entry. Even if no entries get a score above zero, an entry is still returned.","private static BibEntry bestFit(BibEntry targetEntry, List<BibEntry> entries) {",no
"no more bps to check, we found a matching one",break;,no
default pattern,protected final TextField defaultPat = new TextField();,yes
We try to find the page that is displayed in the center of the viewport,Optional<DocumentViewerPage> inMiddleOfViewport = Optional.empty();,no
Function to get the command name in case it is different from the application name,protected String getCommandName() {,no
Check if we are running an acceptable version of Java,final BuildInfo buildInfo = Globals.BUILD_INFO;,yes
{@inheritDoc},@Override,yes
Alt on Windows,"LOGGER.debug(""Mode LINK"");",no
General information,VBox contextPanel = new VBox(10);,no
"compare normalized markers, since the actual markers can be different",String[] markers = normCitMarkers[i];,no
all keywords from first entry have to be added,BibEntry firstEntry = entries.get(0);,no
"must be set here, because in initialize the button is still null",btnConnect.disableProperty().bind(viewModel.formValidation().validProperty().not());,no
everything is ok,return null;,yes
See if we can find a type with matching name in the default type list:,ExternalFileType found = null;,no
We need to wait with setting the divider since it gets reset a few times during the initial set-up,mainStage.showingProperty().addListener(new ChangeListener<Boolean>() {,no
"We calculate the new hit value We could be more intelligent and try to figure out the new number of hits based on the entry change for example, a previously matched entry gets removed -> hits = hits - 1",BackgroundTask,no
"It was modified. Remove its entry from the defaults list, since the type hasn't been removed:",defTypes.remove(found);,no
Cannot rename remote links,return;,no
remember modified children for redo,m_modifiedSubtree.clear();,no
If the given component is visible it will be hidden and the other way around.,public void toggle(SidePaneType type) {,yes
Interface presents user-described paste behaviour applying to paste method,@FunctionalInterface,no
"icon.setToo(Localization.lang(""Open"") + "" PDF"");","TABLE_ICONS.put(StandardField.PDF, icon);",yes
First get a list of the default file types as a starting point:,List<ExternalFileType> types = new ArrayList<>(getDefaultExternalFileTypes());,no
"The name to change to is already in the database, so we can't comply.","LOGGER.info(""Cannot rename string '"" + mem + ""' to '"" + disk + ""' because the name """,no
"Look up the external file type registered with this name, if any.",public Optional<ExternalFileType> getExternalFileTypeByName(String name) {,no
"TODO: Add undo/redo ce.addEdit(new UndoableInsertEntry(panel.getDatabase(), entry));",,no
The action concerned with generate a new (sub-)database from latex AUX file.,public class NewSubLibraryAction extends SimpleCommand {,no
Starts the search of unlinked files according chosen directory and the file type selection. The search will process in a separate thread and a progress indicator will be displayed.,private void startSearch() {,no
Gets the filename for the current linked file and compares it to the new suggested filename.,public boolean isGeneratedNameSameAsOriginal() {,no
Modified externally.,"fieldChanges.add(new FieldChangeViewModel(field, memEntry, tmpEntry, mem.orElse(null), tmp.get(), disk.get()));",no
Responsible for managing of all threads (except GUI threads) in JabRef,public class JabRefExecutorService {,no
all the logic is done in openIt. Even raising an existing panel,"getOpenDatabaseAction().openFile(file, true);",no
Focuses the given field.,public void requestFocus(Field fieldName) {,yes
Set pasteActionHandler variable to passed handler,public void setPasteActionHandler(PasteActionHandler handler) {,yes
Gets invoked if the user selects a different group. We need to notify the {@link StateManager} about this change so that the main table gets updated.,private void onSelectedGroupChanged(ObservableList<GroupNodeViewModel> newValue) {,no
Merge entries:,for (BibEntry entry : pr.getDatabase().getEntries()) {,no
This panel contains the two comboboxes and the Add button,private GridPane getSelectorPanel() {,no
Gets invoked if the user changes the active database. We need to get the new group tree and update the view,private void onActiveDatabaseChanged(Optional<BibDatabaseContext> newDatabase) {,no
"Use ""-a <application>"" if the app is specified, and just ""open <filename>"" otherwise:","String[] cmd = (application != null) && !application.isEmpty() ? new String[] {""/usr/bin/open"", ""-a"",",no
set default values (overwritten if editedGroup != null),keywordGroupSearchField.setText(prefs.get(JabRefPreferences.GROUPS_DEFAULT_FIELD));,no
Check if the cloned entry has a crossref field,clonedEntry.getField(StandardField.CROSSREF).ifPresent(crossref -> {,yes
Print icon used for menu,"SpecialFieldViewModel printedViewModel = new SpecialFieldViewModel(SpecialField.PRINTED, undoManager);",no
"Return a String array representing this file type. This is used for storage into Preferences, and the same array can be used to construct the file type later, using the String[] constructor.",private String[] getStringArrayRepresentation(ExternalFileType type) {,no
must be here,Abbreviation abbreviation = journalAbbreviationRepository.getAbbreviation(text).get();,yes
This method will write all abbreviations of this abbreviation file to the file on the file system. It essentially will check if the current file is a built in list and if not it will call {@link AbbreviationWriter#writeOrCreate()}.,public void writeOrCreate() throws IOException {,no
"Constructs an {@link Image} for the image representing the given function, in the resource file listing images.@param name The name of the icon, such as ""open"", ""save"", ""saveAs"" etc. @return The {@link Image} for the function.",private static Image getImageFX(String name) {,no
Need to toggle a twice to make sure everything is selected,root.setSelected(true);,no
fetch entries from GUI,GlobalBibtexKeyPattern keypatterns = getKeyPatternAsGlobalBibtexKeyPattern();,no
"icon.setToolTipText(Localization.lang(""Open %0 file"", fileType.getName()));","TABLE_ICONS.put(fileType.getField(), icon);",yes
The default context menu with a specific menu for normalizing person names regarding to BibTex rules.,public static Supplier<List<MenuItem>> getNameMenu(final TextInputControl textInput) {,no
"Update the map of uniquefiers for the benefit of both the following generation of new citation markers, and for the method that builds the bibliography:","uniquefiers.put(key, String.valueOf((char) uniq));",no
Check if any of the files are already open:,for (Iterator<Path> iterator = filesToOpen.iterator(); iterator.hasNext();) {,no
Automatically imports the files given as arguments.,public void automatedImport(List<String> filenames) {,yes
Return null if the directory is not valid.,if ((directory == null) || !directory.exists() || !directory.isDirectory()) {,yes
"setBounds(GraphicsEnvironment.getLocalGraphicsEnvironment().getMaximumWindowBounds()); WindowLocation pw = new WindowLocation(this, JabRefPreferences.POS_X, JabRefPreferences.POS_Y, JabRefPreferences.SIZE_X, JabRefPreferences.SIZE_Y); pw.displayWindowAtStoredLocation();",,yes
css: file-find *,AUTO_FILE_LINK(MaterialDesignIcon.FILE_FIND),no
"icon.setToolTipText(Localization.lang(""Open file""));","TABLE_ICONS.put(StandardField.FILE, icon);",yes
"Here we store the names of all current files. If there is no current file, we remove any previously stored filename.",if (filenames.isEmpty()) {,no
Add to group,"addToGroups(entries, stateManager.getSelectedGroup(database));",yes
The subtree that was added or removed,private final GroupTreeNode m_subtreeBackup;,no
Run a recursive search in a background task.,public void searchButtonClicked() {,no
Read a typical java property url into a Map. Currently doesn't support escaping of the '=' character - it simply looks for the first '=' to determine where the key ends. Both the key and the value is trimmed for whitespace at the ends.,// FIXME: prefix can be removed?!,no
Asks the user for confirmation that he really wants to the delete the file from disk (or just remove the link).,public boolean delete() {,no
Different actions depending on where the user releases the drop in the target row Bottom + top -> import entries Center -> link files to entry,"switch (ControlHelper.getDroppingMouseLocation(row, event)) {",no
empty tab without database,if (panel == null) {,yes
ExporterViewModel wraps a TemplateExporter from logic and is used in the exporter customization dialog view and ViewModel.,,no
The Preferences panel for key generation.,class BibtexKeyPatternPrefTab extends BibtexKeyPatternPanel implements PreferencesTab {,no
insert the factory of the loader,"xSet.insert(xImpLoader.activate(""com.sun.star.comp.loader.JavaLoader"", null, null, null));",yes
We try to to prevent publishing changes in the search field directly to the search task that takes some time for larger group structures.,"final Timer searchTask = FxTimer.create(Duration.ofMillis(400), () -> {",no
Build individual layout cards for each group,VBox explicitPanel = createOptionsExplicitGroup();,no
"Installs the style file and provides live reloading. <p> The live reloading has to be turned on by setting the <code>-Djabref.theme.css</code> property. There two possible modes: (1) When only <code>-Djabref.theme.css</code> is specified, then the standard <code>Base.css</code> that is found will be watched and on changes in that file, the style-sheet will be reloaded and changes are immediately visible. (2) When a path to a css file is passed to <code>-Djabref.theme.css</code>, then the given style is loaded in addition to the base css file. Changes in the specified css file lead to an immediate redraw of the interface. <p> When working from an IDE, this usually means that the <code>Base.css</code> is located in the build folder. To use the css-file that is located in the sources directly, the full path can be given as value for the ""VM option"": <code>-Djabref.theme.css=""/path/to/src/Base.css""</code>",public class ThemeLoader {,no
Set entry number in case that is included in the preview layout.,ExporterFactory.entryNumber = 1;,no
"For some reason the graphic is not set correctly, so let's fix this ToDO: Find a way to reuse JabRefIconView",button.graphicProperty().unbind();,no
Pass other keys to children,},no
class is indirectly constructed by log4j,"@SuppressWarnings(""unused"")",no
Different actions depending on where the user releases the drop in the target row Bottom + top -> insert source row before / after this row Center -> add as child,switch (mouseLocation) {,no
"Opens a file browser of the folder of the given file. If possible, the file is selected",public static void openFolderAndSelectFile(Path fileLink) throws IOException {,no
FIXME: prefix can be removed?!,"private static Map<String, String> readIconThemeFile(URL url, String prefix) {",no
"This class represents the removal of an entry. The constructor needs references to the database, the entry, and the map of open entry editors. The latter to be able to close the entry's editor if it is opened after an undo, and the removal is then undone.",public class UndoableRemoveEntry extends AbstractUndoableJabRefEdit {,no
"We know that tmpEntry is not equal to diskEntry. Check if it has been modified locally as well, since last tempfile was saved.","boolean isModifiedLocally = (DuplicateCheck.compareEntriesStrictly(memEntry, tmpEntry) <= 1);",no
The preferences might be not initialized in tests -> return immediately TODO: Replace this ugly workaround by proper injection propagation,if (Globals.prefs == null) {,no
"@return Merged BibEntry
",public BibEntry getMergeEntry() {,yes
Focuses the search field if it is not focused.,public void focus() {,yes
Decide whether to show this tab for the given entry.,public abstract boolean shouldShow(BibEntry entry);,yes
Register undo/redo listener,basePanel.getUndoManager().registerListener(new UndoRedoEventManager());,yes
"icon.setToolTipText(Localization.lang(""Open"") + "" ArXiv URL"");","TABLE_ICONS.put(StandardField.EPRINT, icon);",yes
"Reporting etc., this method is called on the event dispatch thread after pushEntries() returns.",void operationCompleted();,no
Creates an object that can undo/redo an edit event.,"public UndoableAddOrRemoveGroup(GroupTreeNodeViewModel groupsRoot,",no
We have to use reflection since TableUtil is not visible to us,try {,no
insert the acceptor,"xSet.insert(xImpLoader.activate(""com.sun.star.comp.connections.Acceptor"", null, null, null));",yes
TODO: Font & padding customization setFont(GUIGlobals.currentFont);,},no
"We have sorted the citation markers according to their order of appearance, so we simply count up for each marker referring to a new entry:",List<Integer> num = new ArrayList<>(keys.length);,no
Specific importer:,"ParserResult pr = importer.get().importDatabase(filename, Globals.prefs.getDefaultEncoding());",yes
Get the office component context:,XComponentContext xContext = org.jabref.gui.openoffice.Bootstrap.bootstrap(loader);,no
"The type of the editing (ADD_NODE, REMOVE_NODE_KEEP_CHILDREN, REMOVE_NODE_AND_CHILDREN)",private final int m_editType;,no
Font configuration,HBox fontBox = new HBox();,yes
Shift on Windows or no modifier,"LOGGER.debug(""Mode MOVE"");",no
"GUI component that allows editing of the fields of a BibEntry (i.e. the one that shows up, when you double click on an entry in the table) <p> It hosts the tabs (required, general, optional) and the buttons to the left. <p> EntryEditor also registers itself to the event bus, receiving events whenever a field of the entry changes, enabling the text fields to update themselves if the change is made from somewhere else.",public class EntryEditor extends BorderPane {,no
TODO: Float marked entries model.updateMarkingState(Globals.prefs.getBoolean(JabRefPreferences.FLOAT_MARKED_ENTRIES));,,no
Ignore,"return new ReadOnlyStringWrapper("""");",yes
"Find default choice, if any",Exporter defaultChoice = exporters.stream(),yes
This marker appears for more than one unique entry:,int uniq = 'a';,no
Constructs a {@link TreeTableCell} based on the view model of the row and a bunch of specified converter methods.,"public class ViewModelTableRowFactory<S> implements Callback<TableView<S>, TableRow<S>> {",no
Override used newline character with the one stored in the preferences The preferences return the system newline character sequence as default,OS.NEWLINE = Globals.prefs.get(JabRefPreferences.NEWLINE);,no
For each cited key,for (String key : cited) {,yes
connection string,"String sConnect = ""uno:socket,host=localhost,port=2083"" + "";urp;StarOffice.ComponentContext"";",yes
"Generates a plain text string out of the preview and copies it additionally to the html to the clipboard (WYSIWYG Editors use the HTML, plain text editors the text)",protected static String processPreview(List<String> citations) {,no
IEEETran,"populateSubMenu(items, ""IEEETran"", IEEETranEntryTypeDefinitions.ALL, entry, undoManager);",yes
Sort the visible components by their preferred position,visibleComponents.sort(new PreferredIndexSort());,yes
"This method should be called after storing the preferences, This calls the appropriate method in the ViewModel.",List<String> getRestartWarnings();,no
Should this be done _after_ we know it was successfully opened?,"ParserResult parserResult = OpenDatabase.loadDatabase(file.toFile(),",no
Find the default directory for this field type:,"List<String> dir = databaseContext.getFileDirectories(field, Globals.prefs.getFilePreferences());",yes
Set-up annotation list,annotationList.getSelectionModel().setSelectionMode(SelectionMode.SINGLE);,yes
Bootstraps an initial component context with service manager and basic jurt components inserted.,"public static XComponentContext createInitialComponentContext(Map<String, Object> context_entries) throws Exception {",no
redo,} else {,no
Generate keys for given entries.,private void generateKeys(List<BibEntry> entries) {,yes
"This Action keeps a reference to a URL. When activated, it shows the help Dialog unless it is already visible, and shows the URL in it.",public class HelpAction extends SimpleCommand {,no
"Only serialize linked files, not the ones that are automatically found",List<LinkedFile> filesToSerialize = files.stream(),no
Puts the value of the concrete class in a map. All previous content stored in the map is removed,"public <T> void putValue(Class<T> type, T value) {",no
create default local component context,"XComponentContext xLocalContext = createInitialComponentContext((Map<String, Object>) null);",yes
Update appearance of group,anySelectedEntriesMatched.invalidate();,no
Checks if there are duplicates to the given entry in the list of entries to be imported.,private Optional<BibEntry> findInternalDuplicate(BibEntry entry) {,no
If there are entries to remove,if (!toRemove.isEmpty()) {,yes
General fields from preferences,"for (Map.Entry<String, Set<Field>> tab : entryEditorPreferences.getEntryEditorTabList().entrySet()) {",no
Class for creating the information about customizable entry editor tabs.,public final class EntryEditorTabList {,no
"Do not make this class final, as it otherwise can't be mocked for tests",public class ExternalFileTypes {,no
Refresh all reference marks with the citation markers we computed:,boolean hadBibSection = getBookmarkRange(OOBibBase.BIB_SECTION_NAME) != null;,no
Save the database,"boolean success = saveDatabase(targetPath, false,",yes
"Class that defines interaction with an external application in the form of ""pushing"" selected entries to it.",public interface PushToApplication {,no
"A Hyperlink Click Listener for javafx.WebView to open links on click in the browser Code adapted from: <a href=""https://stackoverflow.com/a/33445383/"">https://stackoverflow.com/a/33445383/</a>","public class OpenHyperlinksInExternalBrowser implements ChangeListener<Worker.State>, EventListener {",no
Constructs a {@link TreeTableCell} based on the view model of the row and a bunch of specified converter methods.,"public class ViewModelTreeTableCellFactory<S> implements Callback<TreeTableColumn<S, S>, TreeTableCell<S, S>> {",no
"Looks up the URL for the image representing the given function, in the resource file listing images.",public static URL getIconUrl(String name) {,no
Quick hack to disable navigating,"browser.addEventFilter(javafx.scene.input.MouseEvent.ANY, javafx.scene.input.MouseEvent::consume);",no
Use the received map directly,correctEntries = entries;,yes
Register for changes,for (Observable observable : newEntry.getObservables()) {,yes
Empty,public SuggestionProviders() {,yes
Disables selection,public class NoSelectionModel<T> extends MultipleSelectionModel<T> {,no
Moves the given component down.,public void moveDown(SidePaneComponent comp) {,yes
for the case that the password is already set,prefs.clearPassword();,no
Updated the original entry with the new fields,Set<Field> jointFields = new TreeSet<>(Comparator.comparing(Field::getName));,no
GUI for tab displaying article recommendations based on the currently selected BibEntry,public class RelatedArticlesTab extends EntryEditorTab {,no
TODO: NULL TODO: Null TODO: NULL,GroupTreeNode newParent = root.getNode().getDescendant(pathToNewParent).get();,yes
"A date picker with configurable datetime format where both date and time can be changed via the text field and the date can additionally be changed via the JavaFX default date picker. Also supports incomplete dates. First recall how the date picker normally works: - The user selects a date in the popup, which sets {@link #valueProperty()} to the selected date. - The converter ({@link #converterProperty()}) is used to transform the date to a string representation and display it in the text field. The idea is now to intercept the process and add an additional step: - The user selects a date in the popup, which sets {@link #valueProperty()} to the selected date. - The date is converted to a {@link TemporalAccessor} (i.e, enriched by a time component) using {@link #addCurrentTime(LocalDate)} - The string converter ({@link #stringConverterProperty()}) is used to transform the temporal accessor to a string representation and display it in the text field. Inspiration taken from https://github.com/edvin/tornadofx-controls/blob/master/src/main/java/tornadofx/control/DateTimePicker.java",public class TemporalAccessorPicker extends DatePicker {,no
A simple command that does not track progress of the action.,public abstract class SimpleCommand extends CommandBase {,no
Create a new entry and add it to the undo stack Remove the other two entries and add them to the undo stack (which is not working...),"NamedCompound ce = new NamedCompound(Localization.lang(""Merge entries""));",no
"If we are not allowed to overwrite values, check if there is a non-empty value already for this entry for the new field:",Optional<String> valInNewField = entry.getField(newField);,no
Holds the version in memory. Check if it has been modified...?,this.inMem = inMem;,no
This class provides a view model for abbreviation objects which can also define placeholder objects of abbreviations. This is indicated by using the {@code pseudoAbbreviation} property.,public class AbbreviationViewModel {,no
"TODO: Implement jump to entry TODO: Add toolitp for tag: Localization.lang(""Jump to entry"") This feature was removed while converting the linked entries editor to JavaFX Right now there is no nice way to re-implement it as we have no good interface to control the focus of the main table (except directly using the JabRefFrame class as below) parsedEntryLink.getLinkedEntry().ifPresent( e -> frame.getCurrentBasePanel().highlightEntry(e) );",},no
basePanel.getPreviewPanel().updateLayout(preferences.getPreviewPreferences());,},yes
The mouse location within the cell when the dropping gesture occurs.,public enum DroppingMouseLocation {,no
Store changes to table preferences. This method is called when the user clicks Ok.,@Override,no
TODO: Rework so that we don't rely on JabRefFrame and not the complete preferences,this.frame = frame;,no
Util class for searching files on the file system which are not linked to a provided {@link BibDatabase}.,public class UnlinkedFilesCrawler extends BackgroundTask<CheckBoxTreeItem<FileNodeWrapper>> {,no
Entry type unknown -> treat all fields as required,fields.addAll(entry.getFields());,no
Switch to currently selected entry if mode is changed to live,,no
Returns a list of BasePanel.,public List<BasePanel> getBasePanelList() {,yes
We need to wrap the list since otherwise sorting in the table does not work,entriesSorted = new SortedList<>(entriesFiltered);,no
Creates a VBox of the related article information to be used in the StackPane displayed in the Related Articles tab,"private ScrollPane getRelatedArticleInfo(List<BibEntry> list, MrDLibFetcher fetcher) {",no
Redo the change.,base.removeString(string.getId());,yes
Refresh all cite markers in the document.,"public List<String> refreshCiteMarkers(List<BibDatabase> databases, OOBibStyle style)",yes
"TODOSwingUtilities.invokeLater(() -> {undo.putValue(Action.SHORT_DESCRIPTION, event.getUndoDescription());undo.setEnabled(event.isCanUndo());redo.putValue(Action.SHORT_DESCRIPTION, event.getRedoDescription());redo.setEnabled(event.isCanRedo());});",},no
"move all children to newNode, then add newNode",GroupTreeNode newNode = m_subtreeBackup.copySubtree();,no
Checks whether the file exists or if a new file should be opened. The file will be added to the set of journal abbreviation files. If the file also exists its abbreviations will be read and written to the abbreviations property.,private void openFile(Path filePath) {,no
"TODO: reflective access, should be removed","Class<?> clazz = Class.forName(""javafx.scene.control.TableUtil"");",no
"if user does not change anything with his action, we do not do anything either even no output message",},no
Enriches a suggestion provider by a given set of content selector values.,public class ContentSelectorSuggestionProvider implements AutoCompleteSuggestionProvider<String> {,no
Revert the change.,try {,yes
Always fill out all the available space,setPrefHeight(Double.POSITIVE_INFINITY);,no
Good bye!,tearDownJabRef(filenames);,yes
Enrich auto completion by content selector values,try {,no
Name the reference,"XNamed xNamed = UnoRuntime.queryInterface(XNamed.class, bookmark);",yes
The log event will be forwarded to the {@link LogMessages} archive.,@Override,no
